Insult,Date,Comment
0,20120528212125Z,luke carlin stays up and lou goes down <SIGNS>
0,20120528173706Z,sowegadawg xa but i thought he did not have a committable offer <SIGNS>
0,,ikathyv it a stupid word that been abused by stupid people
1,20120619020631Z,only a black racists idiot would claim that the naacp is not racist in todays world especially since you a member n nand i do not give a bo whether you take that personally or not
1,20120618230605Z,linux torvalds nvidia fuck you <SIGNS> nthis will remain in history if linus said it then nvidia deserves it
1,20120619024840Z,you stupid racist motherfucker <SIGNS> i bet you never say that to a black man or woma not face would you <SIGNS>
0,20120609170003Z,lol btw how the fuck did you nigs get a big fucking ups <SIGNS>
0,20120619233439Z,lyoness i was thinking the same thing how can you not know where your money is gonna millon is a lot of money hands down i truly believe that k michelle like others our using their pass and now relationship to get paid she bitter that memphiz is with toya now why did not she say anything about all this last year <SIGNS> when and toya and memphiz got married why she waited for a reality show <SIGNS> please help me out because i do not get it <SIGNS>
0,,such a very weak response how would the world function if you were in charge no its ok its not my problem xc xa someone xc xa just got robbed they xc xa didn t xc xa hurt or xc xa threaten xc xa me do you not care about those who work hard <SIGNS> n nim wondering if you yourself pay tax and if you do how you manage to stay so stoic when you think that those people do nothing all day and take your tax money honestly write a book about it xc xa n nmy dislike of these people comes from the fact that many many people slave away to make much less and do not have the audacity to make such comments like xc xa i see eight people here having to choose between eating or heating people make those decisions every day <SIGNS> whilst not living off of others and before they do that they ditch the booze and fags there is a thing called principles and i think theirs and yours are lacking n n n
1,20120529092524Z,idiot if they try to land the plane it is too heavy will have a very bad accident could kill everyone crawl back under your rock where it is dark better to dump fuel than kill everyone more on the ground
0,,brenda dasdbobb i forgot that they arent on the east coast maybe i ll send a box to my aunt tomorrow we used to go to the outlet in culver city years ago and stock up on the imperfect seconds how my mother stayed tiny with the stuff we indulged in did anyonr else stop in to pick up warm famous amous cookies when he had a shop in hollywood he was occasionally there to bag the cookies there was no l a iconic food or sweets mom didnt have us eating
0,,if manning is done neck and all and has no arm strength left a redskin signing is just what we need in the nfc east a slow non mobile qb with a noodle arm and out of his element community think johnny unitas in san diego how does it feel to finish last again dead skins <SIGNS>
0,,so the best thing to do to help fight addiction problems is to legalize <SIGNS> xc xa not sure i get tony point n nalthough you can argue that some drugs be decriminalized for possession or use those arguments fall flat when it comes to cocaine or prescription drugs xc xa xc xa you can blow your mind out on weed for days and just be in a stupor xc xa many prescription drugs are beneficial at so many milligrams per body weight but deadly at twice the dose xc xa alcohol creates a myriad of variables when mixed with even tylenol let alone prescription drugs n ntony should have used this occasion to get people to donate to charities that help rehabilitate people n
0,20120527204846Z,jojo nyou are absolutely inviting obruny to get on my case again for using we xa but this is the kind of thinking i would put into a petition project which after all are plural in nature n nhere are my rough thoughts around how to ni recommend we wait til we hear the probably disgusting outcome of the security council meeting today xa are they still meeting or did they just go away without bothering with any action xa i have not heard that yet nwe all first need to read the how to instructions to design a good petition nhttp w avaaz org en petition how to create petition n ni have not read it yet but it addresses logistic realities of petitions n nwe would need a bit of a discussion of what text we want it has to be very cogent nyou have seen my very roughly written theme but maybe a much simplified call to boycott the russian olympics would be best consider how that could be publicized at the london olympics by the british syrians <SIGNS> n nor a call to cancel the russian olympics altogether that would go to the olympic committee which is a dead end xa they have no objections to tyrants they is one n nbut we would have to decide who we want to deliver the petition to and that shapes the wording of the xa nand it would be good to consult with a few other key people xa we would not need to have unanimity but we would need to know if syrian campaigns and others are thinking of doing the same thing xa the situation now in syria is such so close to the tipping point that every little project can help leverage the collapse of the regime that is why i signed the petition to refer assad to the icc even though i would prefer to simply lynch him in the streets of damascus and display his body in every town of the land xa just my initial thoughts xa grammar pickers please note that i used the modal subjunctive would and could to indicate possibility not fact
0,20120529031554Z,vik the biggest win of the year so far was the last game vs miami clinched a winning roady
1,20120612051630Z,you wicked shit you have the mitigated gall to call the lord name in your filthy beer smelling mouth
0,20120529103657Z,i feel we getting closer to sharing
0,20120609184042Z,it is true that i am in the us however i earned my way to be here legally and without harambee as you put it every part of my life is good and i am content with my academic achievement and success academic and in life so far i will not justify how intelligent i am cos it is stupid to do so people who are intelligent or smart never justify their ability cos their actions easily show their abilities it is only idiots like you who feel insecure about themselves and they try to justify to others that they are smart your ill feelings about me being in the us cannot bar me from being successful in life sorry for who you are
0,20120620032311Z,karimazweena like in fucking medieval times
0,20120620162010Z,we all have the same flag and collapse xa buttons nthey are xa xa there for a reason nif a troll trashes the thread we clean it up nno monitor will do it
1,20120529230424Z,b demonocrats are the party of abortions n nalso homosexuality is about as evil as it gets in human beings you are the most violent mercyless monsters to ever draw breath n ngaydolph surrounded himself with you there were limits on your savagery source a creature named chaz tole me n nrhetorical question scroto where would you like to see the next several thousand innocent americans be turned into cooked dog food <SIGNS>
0,20120515182835Z,you wasting your time
0,20120612131500Z,they are on the level of crazy truthers and moon landing deniers now
0,20120529034620Z,i do not know what the insults are for ni thought it was a good game nno excuses about anything nboth teams had opportunities nthere is more to go nmy team lost nbut we ll try again tomorrow no sweat
0,20120620171039Z,you are part of the problem based on your reply talk a long walk of a short and very high pier at low tide xa paulbot
0,20120620160236Z,det er jo d xf nn samme greia nfuck verden jeg leser aldri mer en overskriften det en min stil lever litt p xe kanten kan du si eller <SIGNS>
1,20120619225232Z,really <SIGNS> understand this i tell you to go fuck yourself but you have your head shoved so far up your ass theres no room for your shriveled dick
0,20120609191536Z,are you fucken kidding me <SIGNS>
1,20120528222439Z,shut up faggot face faggot lol
0,20120528171703Z,indians ps just got crushed by chisox hope you are right
1,20120320210940Z,oh just shut your shitty mouth stinky queen <SIGNS> go clean your toilets <SIGNS>
0,20120618223549Z,ryuzaki i like kevin nash you do not get over it
0,20120611201545Z,wow vicky you finally got one right now you only need about more to get out of the hole but you ll need to make sure you adhere to the definition of an opponent if you compare the two definitions that of an opponent as compared to the definition of an enemy you seem to be better classified into the category enemy by the rote definition
0,20120530044739Z,well that how a lot of people are you just gonna have to deal with those rumors by dispelling them or going about your life do not let these rumors affect you mentally and emotionally
1,,fat like you kurt <SIGNS>
0,20120619232038Z,i think bon vivant go outside every once in a while
0,,wow rofl it time to puke now n nrofl rofl rofl
1,20120320151807Z,your name is not richard its dick xa see me funny xa loser xa now go get a job dumbass xa no need to reply while mommy is wiping your ass xa wow this is fun haha
0,,gotta love the roads name it sounds so spanish lol argentina should just shut it mouth as its like us saying we use to own america which we did think we should have it back now but what worse the island never was part of argentina in the first place
0,20120611200747Z,he doing all this talkin i would tell him uhh i need you to focus on getting your dick hard xa i do not enjoy flaccid meat down my throat
1,20120515143221Z,your comment exposes you as iliterate and a xa fool
0,20120502163312Z,asthmagirl xa normally i do not support booing ex seahawks guys like heater will get booed for taking the money the saints offered but i do not think you can blame a guy for talking the big contract when the seahawks were matching it brown is just a different story they guy is just such a immature and stupid little man all the slave to the businessman garbage holy cow
0,20120529004627Z,bethany catch some of those flying ants put them in a baggie and look up termites on the internet then talk to your building super because i think that what you have are swarming termites i say that because a lot of people have your experience and they almost all think that they are flying ants they are not they termites you should catch a few and compare them to what you find on the internet
0,,i in two minds over this n n n non the one hand stats like this will immediately provoke cries of a widening class division between the educated rich an the uneducated poor however in recent years the recognition of having a degree has been cheapened by the plethora of nonsense courses on offer i think anyone who does now go to university will think a little more carefully over the subject they choose and perhaps will study that little bit harder to gain value for their money
1,20120529051705Z,you are a stupid writer <SIGNS>
0,20120612072139Z,nanette lepore xa http bit ly mykdd n nif you wait a bit it ll definitely go on sale it does not look very flattering on the hanger so a lot of people pass over it so says the sales lady who helped me so you ll be able to get it for less than
0,,howienica n n i a lefty and i killed captured lots of muslims
0,,hi john and a happy new chinese year and i hope that you get very good year
0,20120620103733Z,get the lottery on kid you are one lucky boy
0,20120619194638Z,oh fuck that british skank if she tried that again d lulu would pull out her shotgun and blast her right in the twat <SIGNS>
0,,how exciting <SIGNS> welcome to the team guys <SIGNS> n n n nand thank you everyone for the text and facebook messages i not going anywhere
1,20120619025858Z,you realize everytime you take a crap you are polluting
1,20120619010019Z,what a pathetic little man you are
0,20120618221021Z,the russians will agree to a lot of things it what they do that is important trust me they have no intention of ditching assad
0,,sensiblemoms lol <SIGNS> momo
1,20120618200053Z,over promoted idiot xa get your facts right <SIGNS>
0,,two strikers with my cup of team please
0,20120619034326Z,nwo are just wasting there life they only have active members lol
0,20120529151445Z,here is a fun fact for you sam solyndra
0,20120609182832Z,i like politicians who wear their biases on their sleeves much better than the slick ones who say only what the crowd before them wants to hear n nlike both presidential nominees this go round and like governor mcdonnell of virginia n nmcdonnell has his vision set on higher office and does not want to fuck it up right now
1,20120530140559Z,typical muslim what do you expect from him <SIGNS>
0,,really really slow news day <SIGNS>
1,20120527194144Z,think if a little man like pac makes floyd run for his life i wonder what he will do if he did have to fight s r r he would pull an oj in a bronco with the gu n to his pointed head
1,20120529025308Z,not funny jack you are a total db <SIGNS> friggin moron
0,,you know it would be so much easier for all of these socialistic commi pinko pukes to jump on a plane and leave the u s than to try and convert us to their sick ass ideas on how this country should be run n xc xa xc xa
1,20120619083143Z,what you are jussi is a plain old fashioned idiot i am no fan of the usa any more than i am a fan of airchair bigot warriors like yourself n n ni am talking about the politics inherent in warfare and made a comment as to why hamas chooses now to accept responsibility openly you fool n nthis is the area i am trained in political science not superstition and religiously motivated jargon like you
1,20120619001141Z,rn disqus read through the comments on this thread and you the definition of a dick rider i bet you have a poster of in your room
0,20120515175915Z,when are you going to man up and sign your name to your false lies <SIGNS>
1,,lol and by the way u seem with you anime icon you just another manga fan that cant get pussy so he jerks off with fake titted women lol i purposely commented again just to piss u off now go eat a dick theirs a pimp sumwhere that needs the money xc xa from your ass on you knees
0,20120612112554Z,the marital act the procreative act the union of the sexes the life giving life creating method through which the human race is perpetuated and new life is created n nreduced by cewubacca to the exchange of orgasm mutual masturbation xa n nwhat a brutalised desensitised barbaric dehumanised society we live in
0,20120528222539Z,romney urged everyone to be successful like him borrow money from dad for your harvard education borrow money from dad to start a private equity company then pay back dad and declare yourself a self made man n nmaybe obama heeded his advice nand borrowed money from romney dad to get a harvard education
0,20120611203215Z,fewer than the number of your mom boyfriends that could actually be your dad
0,20120619185736Z,a little lipstick on your palms off to the jerk match
0,,pbreaker still did not work ugh
0,20120527164223Z,yep <SIGNS> you xa responded as anticipated nan year old child that is looking for xa recognition among his peers nyou are angry and it shows little girl ngood <SIGNS> i am getting to you
0,20120528221638Z,nah i will take it over being a giants fan n nvery successful in the short time we have had as a franchise
0,20120529005329Z,the judicial system is broken for now an eye for an eye will make the majority think twice before acting and vigilance will protect all
0,20120527185650Z,mendrys why in what planet would you be against men having the same rights and freedoms as women enjoy <SIGNS>
0,,let hope it settles down here in the south <SIGNS> my kids will love it
1,20120528051520Z,ede and that all you got to say is it well i wo not be losing any sleep over it whether or not you are the same person or not you have the same stupid mentality you both like a couple of children so easy to think you are one and the same your posts are the poorest in taste so you ca not complain at mine calling me names just makes you look like a fool if you think xa i xa showing off with any of my post it must mean you have not done much with your own life my posts are just a reflection of the truth to which you are obviously a green eyed monster nothing special to me or most people to say what languages one can speak or whether they had the chance to meet important people xa perhaps xa you should concentrate on bettering your sad miserable life instead of posting childish comments to me
0,20120618190228Z,if i looked like that i have to end it not my picture that is our adorable smelly melly
0,20120610144508Z,what you see is your hate for him
1,20120610074805Z,go eat your dog you pos libtard
0,20120620021800Z,i ll bbl nsubject wiredscience re eagle cam returns the chicks are here <SIGNS> wired science wired com
0,,just what you need to warm you up on a cold morning she looks stunning as aways
0,20120611214921Z,why is she wearing a sea urchin on her head <SIGNS>
0,20120610054847Z,you can all me snot ad i do not mind xa xa
0,20120619215246Z,let me try again the mother did not know had no clue in fact she even tried to keep the family together with this piece of garbage whom she loathed because she thought it was in the girls interest no one knew except chris the victim n nno one she herself could not connect the many dots the effects the incest was having on her own behavior this is the dark side erin you may not have been
0,20120612015929Z,is this one of those homo sedin brothers henrik iguessing
0,20120620153441Z,freedom of speech no anger issues
1,20120609210405Z,excellent command of the english language <SIGNS> once again i want to commend you ni ers on your skillz
0,20120620001459Z,cnn bef f cf e a a e a disqus xa n nyou right it certainly does xa i surprised you have not brought up the story of lot xa that always a fun one
0,20120611053334Z,ramdin fuck off richard sir was great n u hve apologize him
1,20120618225824Z,the fuck is wrong with you <SIGNS> you are so fucked up how can you say that <SIGNS>
0,20120529204446Z,supply side economics has never worked n nso svelaz what side economics does work <SIGNS>
1,,i will fuckin kill u in real life track u down than shove a katana u you ass just bcuz we asians r smarted than u dicks doesnt mean u could beat him up i swear i will be at chicago in hours
1,20120503031727Z,hmm pointless lives xa yup elitist pig you are
0,20120530145239Z,it too soon to make any links between those two events n nhm feet mailed to people bodys found with limbs missing really the do not see any links canadians
0,20120619223630Z,there also bugs with vanishing untargetable mobs xa everytime you connect with an attack they vanish off screen but still continue to hit you xa good times good times
0,,you bet just like jimmy carter xc xa the pols will not xc xa cut their sacred cows so lets cut the military because they can not complain or they will be brought up on charges xc xa we live in a dangerous world more so than when it was the cold war xc xa we have unstable people around the world that would love to destroy us and blow up themselves xc xa all of the technology in the world does not replace boots on the ground in the air or at sea nnavy vet retired
0,20120530132135Z,it does not say in the article if we can bring our own chairs and beverages to the fest does anyone know <SIGNS>
0,20120528063946Z,with in system <SIGNS> i ll name the next one fuck your blob
0,20120610025948Z,box out you fuckers <SIGNS> celtics
0,20120611234828Z,clearly you do not understand the war they are trying to fight
0,20120528094926Z,totally agree on the mamamia thing not specifically re baby bodies but i just feel like everything on there seems quite judgy one sided these days too many cat fights in the comments as well n ni really am going to miss your posts but i am so happy for you and your new writing journey <SIGNS> you going to rock the shit out of it i sure x
0,20120530041600Z,i agree what is being said by the sec but muschamp and pinkel really <SIGNS> n nthose two are bums n nany decent coach would have won with florida talent muschamp is a terrible coach
0,,http img imageshack us img abstractfireworks png here is my try
0,,stushed wrong <SIGNS> in germany switzerland and austria where guns are legal the gun crime rates are no higher than england by the way england loves to include suicides as gun crime to push up the figures england is one of the most violent places in europe regardless of gun ownership <SIGNS> by the way don t forget there was a time when is was legal to own guns for self defence in england much as it still is in n ireland today
0,20120610230832Z,i have to give it to young blood he speaks the truth but jokers still be eating the puss while it stink we do not give a fuck <SIGNS> we just want to wild out and be animals for an hour
0,20120612015516Z,ignorant ass liberals i swear n npst you are talking to the wrong end
1,20120610165148Z,cant beleive the crap you say you spell your name as the female andi so i do hope you are female or are you just another ignorant idiot that gives americans a bad name <SIGNS>
1,20120619212328Z,why dont you just eatshitanddie you are not wanted here now run along skippy
1,20120502142323Z,floyd you are a coward plain and simple n nthat is all
0,,i swear i am gonna blow my lid if there is more green energy crap xc xa
0,,how did the photographer avoid the urge to not steal a brink if that was me i would look for a special team and the blueprints
0,,the ronald reagan alumni association your kidding right i think i gonna puke <SIGNS>
0,20120611210741Z,so what if she wears same clothes more than once the media would complain if always spent money on new clothes leave her alone you go girl look forward when you are our queen
1,20120609174300Z,that right magoo you assclown you are now my bitch lol are you saying you got pwned by a dork lololol <SIGNS> quit trying to write off your libtard mistake of replying to me as just having fun anyone reading the thread can see how confused you were in your unsolicited reply your life must be pretty boring if all you have to do is stick your nose up my ass and follow me around my own personal stalker <SIGNS> i flattered it must be you who is liking all my posts gee thanks <SIGNS> now you will have to fight blue f for ass time with your noses he seems to be firmly entrenched lololol <SIGNS> rock on doofus <SIGNS>
0,20120612074253Z,hdnaturetv i made a review if you wanna know more
0,20120502221256Z,if you did not see her on the tv news this is actually a very flattering photo i know scary <SIGNS> on tv she looked like an old piece of tanned cowhide and please enough with the black lip liner not flattering on anyone
0,20120612045316Z,i know this room is the equivalent of a hooker acting offended when you pull your penis out
0,20120620034413Z,all of you blaming russell need to shut the fuck up without him we are not in this game at all
0,,wow n na blogger who calls others names n n n perhaps you are a blog whore n npeople usually talk best at what they are very familiar with n ngreat conservation n nobviously you live in your own head n nread your very inane comments n nlet see what alinsky talking points are you at n n n n or <SIGNS>
0,20120620005539Z,really and you ll get an honest opinion on the injury you received stopping that mugger it must have been painful falling on that exact same spot when you went tubing but i sure you shrugged it off like the hero you are
0,,here is the steps guys n n download ifile from cydia n n go to var mobile library prefrence n n deleted com apple assistend plist n n deleted com apple support plist optional n n install crt n n enjoy siri
1,20120320052024Z,hey cock sucker i have a decent job so before you go running that big dick sucker of yours get the facts straight and if you were actually a hard ass you would come say this shit to my face you pansy piece of shit next time you want to talk shit to me post it with your mother fucking name nigga
0,20120527211543Z,damn you guys woke up baby bron bron and now he choking
0,20120514050427Z,wow you are back happy days are here again i do not like to see xa the nats lose but the upside when they do is that we can count on you to show up btw i was impressed with that cute little henry the th jingle i bet you have a ton of em i am extremely honored that you replied to my comment now this board will respect me now that i am the one that you responded to what an honor well glum you keep up the good work and keep posting on here because i find you very motivational do not forget you stay away from all of those other boards we want you to use all of your little brain cells on our board you d an <SIGNS>
0,20120529213619Z,well as long as you cool with it
0,,so from the article it xe x x s clear that suarez feels he has nothing to apologise about not because he no racist but because of some unwritten law what happens on the pitch stays on the pitch and that the end of the story basically admitting something went on not denying it at all n n n nfrom the scousers we are getting xe x x cevra got what he deserved xe x x d dispelling the myth that they support suarez because it was all a misunderstanding but supporting him because they agree with his racist comments shameful
1,20120619234139Z,you ca not sing and you ca not pray but you can wahoo it up over gay rape just plain fuck liberals all of them and knock the dog shit out of them first if you are so inclineds
0,,jasonhairydawg trumely jason i have never said anything but how i was not happy w the way we only signed players and i am stoned for it b c inot being positive and seeing things the way some think i should how is that right why should i be bashed on here b c i have an opinion i never said anything about uga needing to sign players or signing s one just to sign them that is just false witnessing in any stance i believe we have too many good players in state to just sign what is wrong w that <SIGNS>
0,20120530005457Z,tell him to hang in there look at brian baker for inspiration
1,20120620123151Z,absolutely moronic and unable to see the just motivation for legislation n ndrink driving is a crime not drinking alcohol why can you not comprehend that are you really that fucking stupid <SIGNS>
0,20120528035824Z,anthropophagy it the other white semi white meat
0,,i too am guilty of over moisturizing my hair its hard to get that balance sometimes i started using protein based conditioners such as aubrey organics gpb weekly and heavy duty protein treatments every weeks and that been helping a lot
0,20120527204227Z,my daddy says he is pissed because he aint gettin reggies love anymore n ncan someone explain this to me <SIGNS> n nafter all i am only years old n nyeah
0,20120611212701Z,well ok n n you off the hook for now but we ll be watching you
1,20120620132941Z,quit fucking with my trolling douche
1,20120612113054Z,poor baby you did not get your extreme santorum ron paul or any of the other losers vote for obama punk <SIGNS> you are a bitter coney island whitefish that never had a chance to be used you are worthless and a pintless ideologue bigot your sentiment of vitriol comes at know surprise you must have given a a bunch of money away poor baby literally punk <SIGNS>
0,20120502215838Z,so the chiefs are better then the packers if your saying all your losses mean the other team is better then you
0,20120610044330Z,if the pope had an alligator would that make then safe pets for kids <SIGNS> n nyou say nothing to deny the overwhelming number of people and pets killed by them that is a fact nobody here has been able to effectively dispute n nwhat does the fact that celebrities owned a breed mean cent is a no talent rapper who has been arrested how many times now <SIGNS> have you checked how may people on your list have been arrested <SIGNS> how many gang bangers in jail have pit bulls waiting for them at home it is certainly not a list of intelligent people anyhow what celebrities do has no bearing on the breed and does not excuse how dangerous they are if you think that is a list of intelligent people heaven help you n nnixon had a beagle was a crook so <SIGNS>
0,20120618204847Z,no because you are wrong
1,20120320051907Z,wow you really should not suck your daddy dick with that mouth
1,20120609225151Z,it would only be news to you if it were reversed we get it now and get it with your every post you are a liberal puke that champions every liberal cause got it glea
0,20120618234615Z,they prefer it when they working for the police or when they not the target of the police investigation xa but xa
1,20120320104220Z,you a turd neil and will always be one xa picking on a rookie yeah big tough guy xa no worries you ll get yours one day loser
0,20120609194342Z,hurry call them so they can arrest the party leader randy reuidich
1,,are you watching or partisapating ill kill you xc xa hes your not your point and you ugly and who do you think you are xc xa you saw thats not enough how many times dose he halt too watch her go xc xa thats faking it likewats you people fit mad you dont get it i was not there rite here you hurt my feelingz they think he likes you tou think youll live i s that true if you come near my man or my family down here in louisiana i would rip your eyeballs out with my fingernails i dont need no gun no knife i would bloody kill you birch <SIGNS>
1,20120619231042Z,how is defending your child vigilante justice <SIGNS> n nwhy are you defending a child rapist <SIGNS> xa are you a closet pedo <SIGNS>
0,20120618220314Z,st try extra grenade n st try extra grenade i almost punched my computer n st try bushmaster i kissed my computer n st try gp goddammit n and st try katana well fuck it nak gold and berreta doesnt like me d
0,20120611211841Z,this guy is awesome saw him interviewed on democracynow a month or back good on him a true american
0,20120618192740Z,always in our thoughts you and your gorgeous babies always feel our love and respect coming your way you are an inspiration to many of us and i know sandra irene and everyone else xa say it better than i xa ever can x
0,,jsdavis true you think that the christians who are so hell bent into forcing religion into public life would be using it to do the things jesus talked about he never said a word about gays or when the soul enters the body he spent all of his time hanging out with prostitutes and the poorest of the poor telling rich people it would be very hard for them to get into heaven remember the sermon about when i was hungry you did not feed me because what you do for the least of these you also do unto me i do not much think jesus cares how we care for each other as long as we do a hungry kid does not care if dinner came from food stamps or from a loving donation my guess is he would not think highly of a society that leaves issues like hunger and medical care to the whims of its donor class
0,20120611184524Z,next time try to offer suck his dick maybe it will help
0,,dont mention social security or they will arrive by the coach load
0,20120620021809Z,dude abc the thunder is winning still
0,20120620134808Z,umm xa he was a strong swimmer he obviosly passed out and landed in the pool xa did you even read the story <SIGNS>
1,20120320145702Z,eat shit and die andrew
0,20120612021455Z,alien was full of metaphor subtext and deeper meaning too still sucked deep does not equal smart does not equal good nthis is quite fascinating its like the opposite of that me debacle where people would constantly post the same you tube deconstruction of how the game went wrong despite all the fun they had actually playing the game in this case this particular writer and the comments do a similar deconstruction yet he explicitly says it still fun tho and people are still butthurt
0,20120619171029Z,yes you have been attacked by your xa biggest prison in the world
1,20120619113434Z,you xa clearly a nigger
0,20120612035550Z,soy ingeniero en jardineria ny es yardero ny no se usan insectizidas n si no fertilizante y io no lo naplico solo opero las maquinas ndesde una hasta una
0,20120514050444Z,i do not really blend in anywhere i go in fairness i do like you do despite your arrogance s not that i can talk s on some issues
0,20120619185525Z,is this the kind of balloon world class cities have in that case we should get two or three we need all the class we can get here
0,20120620010941Z,nonstopdrivel xa xa natesweet xa xa lkp no limits xa nappeal to authority is a classic logical fallacy
1,20120611102406Z,its not after n innings for india a you jer k off i am sure a dou che bag like you cannot n remember the priceless he scored in th innings of the test match that he n won for india against south africa and tons of such innings at the state n level but i guess di ckheads like u are on a shi t pile diet to understand n any of it think twice before opening the drainage pipe that is you mouth u n los er
1,20120529211330Z,in the north social service would take away her brother stupid <SIGNS>
0,20120609164546Z,go get a nice education learn a little about what made america great then get a job and do it well and work your way up xa some day you ll have money too xa oh and xa stop your envious whining
1,20120528154653Z,snap out of it you are so biased whould you say the same if saddam hussain was still in power or would you do what most shia did including iran go against saddam at any cost even if you have to lie to get bush to enter the war dont talk about syria or iran being anti israel iran never fourght a war in the name of islam read history they are an obstical in the way of islam n n regarding killing of people no body knows who is doing this xa what the syrians who live in the neghbourhood are they xa blind maybe there oppressed xa but not dumb you sound like the assad regime who lie evry time
1,20120619172724Z,all you do is sit on this site and hate on every successful artist you are the epitome of a crab you broke muther fucker <SIGNS> dumb bitch
0,20120515222936Z,i wanna fuck her pussy all night long
0,,that seemed weird xc xa the acting was odd to me xc xa i guess that what happens when you are mid scene xc xa or when your one night fling leads to a crib and playpen the next day xc xa is this women going to end up good and trapped in a supernatural existence or is she going to be the evil witch who will kill her own daughter if she strays too far xc xa guess we wait until friday
0,20120515184008Z,talking crap on an anonymous board your family must be so proud <SIGNS>
0,20120619003938Z,well at least we know what is on your mind
1,20120618194243Z,do you have any proof that romney stole anything or are you just a stupid libtard troll <SIGNS>
0,,not fair he has tested positive for a banned performance enhancing drug the investigation found no proof that it could have been meat no cases have ever been found with spanish meat nor other cyclists he has a ban just like many others who have tested positive in all sports why should he be different he should have taken the year ban originally set but no spain had to cover it up and the president even got involved to get it overturned seems not just contador wants to win at all costs spain too <SIGNS> contador knew schleck chain had come off but broke the unwritten rule he showed then he would prefer to win at all costs no matter about morals
0,20120610144057Z,this sorta reminds me of that miss potter movie you know the begining where she is puting certain colors together to get the perfect shade of blue <SIGNS>
0,20120530024012Z,in the past day we seen zombies in miami and now robots we fucked get your guns
1,20120529020857Z,tell me how the bridge can be fixed xa oh you ca not xa get off your soapbox retard
1,20120618223932Z,first of all fuck nickelback n nsecond while i agree with you that may be a little high ahead of johnny cash and michael jackson eh it important to remember that nirvana and kurt in particular were the face of angsty teens and young adults everywhere and still are to this day
0,,do yuo sometimes laugh uncontrollably at night i just had that
0,20120620030247Z,ouch i would not call her a turd jeez i mean she is not a very talented actor or a model but she is not a turd
0,,chargersbuzztap new england lnfao
1,20120320184551Z,you are so dumb <SIGNS>
0,20120529011350Z,savage beast xa xa marbbles xa dude gonna be a hell of a defenseman xa him and mcbain are going to be a real solid pairing for the canes xa they gonna be pretty good in a few years they got a lot of young talent
1,20120618222736Z,and while you at it please prove how your point related to past draconian laws that banned inter racial marriage <SIGNS> xa that intent was to ban mixed races xa just stop it please <SIGNS> you are insulting intelligence
0,20120619154620Z,let them eat cake n nwords that lit the french revolution n nwhat words will americans have to hear <SIGNS> n neat the rich
1,20120620180733Z,where all the ron paul trolls to defend this xa piece of shit <SIGNS>
0,20120612034933Z,emontional restitution sounds like you tried to cash in but failed
0,,i like his films put more fighting in vin maybe team up with jason statham transporter
1,20120612000650Z,i love how yo are a complete moron and you havvee to be a complete retard to hate naruto like seriously man can you even form proper sentences well obviously not
1,20120611120914Z,you are a complete idiot not even a partial
1,20120610064220Z,da fuck this nigga talkin bout everything this hoe was doing was turning me on this nigga gay
0,20120530150813Z,irony is not in most conservative vocabulary
0,20120502192711Z,he killed himself like a little sissy n ngood riddance scumbag
0,,hello wshh it is i again nastasha for the record no i do not strip i on south beach ocean drive leaving a pool party get over yourselves i love me and at the end of the day u can think what u want an opinion is like an ass and everybody has one i live life and have fun btw idisease free bitches i was born with a fat ass i ca not help it but yeah you fuckin right i love it you would too s o to pittsburgh
0,20120611181837Z,i like the idea of charging gang members as members of a criminal syndicate however if all they do is lock up the leadership they just perpetuate the splintering that took place after the feds did the same thing that has not worked out so well n nla is the only other city that seems to have quite this pervasive a gang culture what are other cities doing <SIGNS>
1,20120620084802Z,bizora disqus you are a pathetic nobody
0,20120610001406Z,i a vet rob <SIGNS> how bout you now you know why some of us are not impressed with the street thug culture their are some bad people in this world expand your horizons son i used to think like you until i came up aginst some other culture that was not afraid of me and my culture
